Is_Tutor,Country ID,1stTeachingLanguage,1stTeachingLevel,2ndTeachingLanguage,2ndTeachingLevel,3rdTeachingLanguage,3rdTeachingLevel,4thTeachingLanguage,4thTeachingLevel,5thTeachingLanguage,5thTeachingLevel,6thTeachingLanguage,6thTeachingLevel,7thTeachingLanguage,7thTeachingLevel,8thTeachingLangauge,8thTeachingLevel,1stAlsoSpeaks,1stAlsoLevel,2ndAlsoSpeaks,2ndAlsoLevel,3rdAlsoSpeaks,3rdAlsoLevel,4thAlsoSpeaks,4thAlsoLevel,5thAlsoSpeaks,5thAlsoLevel,6thAlsoSpeaks,6thAlsoLevel,7thAlsoSpeaks,7thAlsoLevel,8thAlsoSpeaks,8thAlsoLevel,9thAlsoSpeaks,9thAlsoLevel,Signed_Up,Total_Sessions,Has_Trial,Trial_Price,Min_Price,Exam_Score,Level
1,MX,spanish,7,,,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2020-02-12T12:36:37+00:00,137,1,590,790,,
0,GB,english,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2020-05-11T07:35:11+00:00,59,1,500,1000,,
0,RU,english,6,,,,,,,,,,,,,,,chinese,3,japanese,1,russian,7,,,,,,,,,,,,,2020-02-19T14:22:48+00:00,171,1,1000,1000,,
1,CN,chinese,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-06-09T09:55:45+00:00,5,1,400,750,,
1,IT,italian,7,,,,,,,,,,,,,,,english,4,other,1,,,,,,,,,,,,,,,2020-04-07T07:15:08+00:00,149,1,100,1200,,
1,RU,russian,7,,,,,,,,,,,,,,,english,5,spanish,1,,,,,,,,,,,,,,,2020-02-27T10:58:16+00:00,282,1,200,700,,
1,RO,english,6,italian,6,romanian,7,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2020-02-19T14:24:38+00:00,549,1,300,600,,
0,CN,chinese,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-02-25T15:23:05+00:00,496,1,400,1200,,
1,UG,luganda,7,,,,,,,,,,,,,,,english,7,signlanguage(international),4,,,,,,,,,,,,,,,2020-06-12T11:02:11+00:00,0,1,100,600,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,5,french,1,portuguese,1,spanish,4,,,,,,,,,,,2020-03-09T02:58:49+00:00,247,1,800,1500,,
1,CN,chinese,7,chinese(cantonese),7,,,,,,,,,,,,,english,5,japanese,1,,,,,,,,,,,,,,,2020-02-11T11:32:17+00:00,35,0,300,800,,
1,IT,english,6,italian,7,,,,,,,,,,,,,german,6,other,1,spanish,4,,,,,,,,,,,,,2020-02-19T14:22:22+00:00,57,1,350,1300,,
0,ZA,english,7,,,,,,,,,,,,,,,chinese,1,,,,,,,,,,,,,,,,,2020-02-12T12:36:13+00:00,727,1,400,1100,,
1,RU,english,6,russian,7,,,,,,,,,,,,,french,2,german,5,polish,2,,,,,,,,,,,,,2020-02-24T15:22:10+00:00,468,1,500,700,,
1,GB,english,7,,,,,,,,,,,,,,,french,7,spanish,2,,,,,,,,,,,,,,,2020-03-26T14:40:47+00:00,210,0,400,1200,,
1,KR,english,7,korean,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-09T15:15:32+00:00,424,1,600,1400,,
1,ES,spanish,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2020-02-14T06:28:27+00:00,339,1,570,1300,,
1,BA,dutch,7,,,,,,,,,,,,,,,bosnian,5,croatian,5,english,5,flemish,3,german,2,other,1,serbian,7,,,,,2020-02-17T09:13:59+00:00,195,1,500,2000,,
1,RU,russian,7,,,,,,,,,,,,,,,english,1,other,1,,,,,,,,,,,,,,,2020-03-02T09:28:58+00:00,208,1,200,460,,
1,TW,chinese,7,chinese(taiwanese),7,,,,,,,,,,,,,english,4,french,1,italian,1,japanese,2,polish,1,russian,2,spanish,1,,,,,2020-05-12T09:41:07+00:00,80,0,400,700,,
0,IT,italian,7,,,,,,,,,,,,,,,english,4,spanish,6,,,,,,,,,,,,,,,2020-04-06T04:06:51+00:00,35,1,800,1300,,
1,DO,french,7,spanish,7,,,,,,,,,,,,,english,6,other,1,,,,,,,,,,,,,,,2020-05-05T03:23:39+00:00,101,1,500,1000,,
0,JP,japanese,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2020-04-03T07:39:07+00:00,74,1,400,800,,
1,CN,chinese,7,,,,,,,,,,,,,,,chinese(other),6,english,5,,,,,,,,,,,,,,,2020-03-05T08:56:47+00:00,151,1,300,1100,,
1,MA,french,7,,,,,,,,,,,,,,,arabic,2,english,5,german,5,other,1,spanish,3,,,,,,,,,2020-03-03T15:08:13+00:00,402,1,500,1200,,
1,ZA,english,7,,,,,,,,,,,,,,,afrikaans,3,chinese,2,german,3,,,,,,,,,,,,,2020-02-20T09:46:32+00:00,334,1,250,1000,,
1,US,english,7,,,,,,,,,,,,,,,arabic(maghrebi),1,french,4,spanish,1,,,,,,,,,,,,,2020-04-02T11:18:22+00:00,376,1,1000,1200,,
1,PH,english,7,,,,,,,,,,,,,,,filipino(tagalog),7,other,1,spanish,5,,,,,,,,,,,,,2020-04-23T05:10:49+00:00,31,1,400,900,,
0,GB,english,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2020-02-21T14:53:18+00:00,508,1,400,1200,,
1,GB,english,7,,,,,,,,,,,,,,,french,1,italian,1,montenegrin,5,,,,,,,,,,,,,2020-04-13T11:42:48+00:00,318,1,200,700,,
0,PL,english,6,polish,7,,,,,,,,,,,,,other,1,spanish,3,,,,,,,,,,,,,,,2020-02-19T14:19:01+00:00,399,1,500,1000,,
0,US,english,7,,,,,,,,,,,,,,,japanese,4,other,1,,,,,,,,,,,,,,,2020-02-17T09:23:32+00:00,253,0,300,1500,,
1,IT,italian,7,,,,,,,,,,,,,,,english,5,german,2,spanish,3,,,,,,,,,,,,,2020-02-25T15:05:44+00:00,143,1,350,1100,,
1,CM,english,7,,,,,,,,,,,,,,,french,7,hausa,4,japanese(okinawan),1,nigerianpidgin,6,,,,,,,,,,,2020-02-19T08:13:09+00:00,99,1,350,600,,
1,IN,english,6,hindi,7,urdu,7,,,,,,,,,,,arabic,2,sanskrit,4,,,,,,,,,,,,,,,2020-03-02T07:47:05+00:00,52,1,200,500,,
1,GB,english,7,,,,,,,,,,,,,,,italian,1,spanish,3,,,,,,,,,,,,,,,2020-04-07T03:23:07+00:00,49,1,500,900,,
0,CN,chinese,7,,,,,,,,,,,,,,,english,5,spanish,1,,,,,,,,,,,,,,,2020-03-26T09:01:50+00:00,123,1,300,800,,
1,ZA,english,7,,,,,,,,,,,,,,,afrikaans,3,other,1,shona,5,sotho,3,,,,,,,,,,,2020-02-19T07:42:14+00:00,497,1,300,650,,
1,ES,spanish,7,,,,,,,,,,,,,,,catalan,7,english,6,russian,4,,,,,,,,,,,,,2020-04-13T04:00:23+00:00,164,1,400,650,,
1,IN,hindi,7,,,,,,,,,,,,,,,english,5,french,1,punjabi,4,,,,,,,,,,,,,2020-03-05T10:47:43+00:00,99,1,500,700,,
0,EG,arabic,7,english,6,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2020-03-24T03:25:36+00:00,72,1,100,800,,
1,CO,spanish,7,,,,,,,,,,,,,,,english,5,other,1,portuguese,3,,,,,,,,,,,,,2020-05-18T05:48:30+00:00,18,0,0,700,,
0,FR,french,7,japanese,6,,,,,,,,,,,,,english,6,other,1,spanish,1,,,,,,,,,,,,,2020-04-01T03:37:19+00:00,376,1,900,2000,,
1,CA,english,7,,,,,,,,,,,,,,,arabic(modernstandard),1,faroese,1,french,1,german,1,italian,1,japanese,1,polish,1,spanish,1,,,2020-02-24T15:33:24+00:00,486,1,200,800,,
1,GB,english,7,,,,,,,,,,,,,,,bulgarian,1,french,2,german,4,italian,2,polish,1,portuguese,1,russian,1,spanish,5,,,2020-03-05T07:00:50+00:00,110,1,300,1000,,
1,SY,arabic(levantine),7,,,,,,,,,,,,,,,english,6,other,1,turkish,4,,,,,,,,,,,,,2020-04-23T08:40:15+00:00,92,1,350,800,,
0,GB,english,7,,,,,,,,,,,,,,,french,3,german,2,other,1,spanish,5,,,,,,,,,,,2020-03-20T11:11:34+00:00,204,1,600,2100,,
0,ZA,english,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2020-05-07T11:29:53+00:00,9,1,300,900,,
1,CN,chinese,7,chinese(cantonese),7,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-04-28T11:15:54+00:00,59,0,1500,1500,,
1,CN,chinese,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-02-21T14:51:39+00:00,310,1,300,800,,
0,GB,english,7,,,,,,,,,,,,,,,french,4,japanese,3,other,1,,,,,,,,,,,,,2020-05-12T03:58:20+00:00,42,1,1000,2000,,
0,US,english,7,,,,,,,,,,,,,,,german,7,other,1,spanish,3,,,,,,,,,,,,,2020-05-04T03:50:16+00:00,159,0,600,2000,,
1,IT,english,6,italian,7,,,,,,,,,,,,,french,4,other,1,spanish,5,,,,,,,,,,,,,2020-04-23T11:13:24+00:00,31,0,400,1199,,
1,IS,icelandic,7,,,,,,,,,,,,,,,english,6,norwegian,6,other,1,,,,,,,,,,,,,2020-03-10T15:03:46+00:00,114,0,0,2500,,
0,JP,japanese,7,,,,,,,,,,,,,,,chinese,4,english,5,spanish,2,,,,,,,,,,,,,2020-03-05T07:03:11+00:00,1204,1,400,1000,,
1,CM,english,7,,,,,,,,,,,,,,,french,6,,,,,,,,,,,,,,,,,2020-03-30T07:40:47+00:00,86,1,300,800,,
0,CA,english,7,,,,,,,,,,,,,,,french,3,other,1,turkish,1,,,,,,,,,,,,,2020-04-17T10:43:48+00:00,31,1,200,800,,
1,ES,spanish,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2020-04-14T03:24:13+00:00,171,1,450,978,,
0,ES,spanish,7,,,,,,,,,,,,,,,chinese,6,english,3,other,1,,,,,,,,,,,,,2020-05-11T05:28:59+00:00,64,1,700,1000,,
1,GB,english,7,,,,,,,,,,,,,,,german,5,other,1,portuguese,1,,,,,,,,,,,,,2020-04-02T11:20:20+00:00,243,1,500,1200,,
1,TW,chinese,7,english,7,,,,,,,,,,,,,chinese(cantonese),4,chinese(hakka),5,chinese(taiwanese),3,japanese,1,other,1,,,,,,,,,2020-04-07T02:44:58+00:00,189,1,600,950,,
1,IT,italian,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-03-25T13:04:45+00:00,145,1,200,900,,
1,ES,spanish,7,,,,,,,,,,,,,,,arabic,1,english,5,french,5,,,,,,,,,,,,,2020-04-28T06:56:03+00:00,242,1,450,1000,,
1,CN,chinese,7,,,,,,,,,,,,,,,english,5,japanese,1,korean,1,spanish,1,,,,,,,,,,,2020-03-03T09:06:15+00:00,273,1,300,850,,
1,FR,french,7,,,,,,,,,,,,,,,english,5,portuguese,3,romanian,1,spanish,6,,,,,,,,,,,2020-03-24T03:23:27+00:00,528,1,200,1100,,
0,EG,arabic,7,,,,,,,,,,,,,,,english,5,other,1,,,,,,,,,,,,,,,2020-03-26T05:36:43+00:00,61,1,300,1000,,
0,IT,italian,7,,,,,,,,,,,,,,,english,4,german,3,neapolitan(napoletano),5,spanish,5,,,,,,,,,,,2020-04-09T11:02:58+00:00,50,1,400,1000,,
1,RS,english,6,serbian,7,,,,,,,,,,,,,bosnian,7,,,,,,,,,,,,,,,,,2020-03-17T14:06:49+00:00,440,1,250,500,,
1,CM,english,7,french,7,,,,,,,,,,,,,other,1,spanish,1,,,,,,,,,,,,,,,2020-03-24T03:23:49+00:00,172,1,300,1000,,
0,PT,english,6,portuguese,7,,,,,,,,,,,,,french,3,spanish,5,,,,,,,,,,,,,,,2020-04-14T03:24:57+00:00,187,1,450,1200,,
1,AZ,azerbaijani,7,azeri,7,russian,7,,,,,,,,,,,english,5,polish,1,turkish,4,,,,,,,,,,,,,2020-04-17T06:13:00+00:00,46,1,100,400,,
0,IT,english,6,french,6,italian,7,,,,,,,,,,,spanish,3,,,,,,,,,,,,,,,,,2020-03-17T14:08:59+00:00,175,1,400,1400,,
0,CN,chinese,7,chinese(cantonese),7,english,6,,,,,,,,,,,chinese(hokkien),7,,,,,,,,,,,,,,,,,2020-03-12T09:55:16+00:00,20,1,500,3000,,
1,FR,french,7,,,,,,,,,,,,,,,chinese,4,english,6,italian,3,,,,,,,,,,,,,2020-04-21T07:24:47+00:00,42,1,799,1499,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-04-10T07:15:52+00:00,65,1,400,900,,
0,US,english,7,,,,,,,,,,,,,,,spanish,5,,,,,,,,,,,,,,,,,2020-03-05T02:57:06+00:00,232,1,800,2300,,
1,NL,dutch,7,,,,,,,,,,,,,,,english,6,other,1,,,,,,,,,,,,,,,2020-03-17T14:07:40+00:00,118,1,490,1190,,
1,DE,german,7,turkish,7,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2020-03-19T13:26:24+00:00,105,1,1100,1800,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-04-29T08:09:31+00:00,72,1,550,1000,,
1,CZ,czech,7,english,6,,,,,,,,,,,,,other,1,polish,3,portuguese,1,russian,2,slovak,5,,,,,,,,,2020-03-09T15:17:48+00:00,57,1,500,1100,,
0,GB,english,7,,,,,,,,,,,,,,,other,1,russian,1,,,,,,,,,,,,,,,2020-03-11T15:04:17+00:00,185,1,900,1600,,
1,GB,english,7,,,,,,,,,,,,,,,chinese,4,,,,,,,,,,,,,,,,,2020-04-17T07:06:20+00:00,149,1,500,1100,,
0,US,english,7,,,,,,,,,,,,,,,chinese,5,other,1,,,,,,,,,,,,,,,2020-03-13T10:51:48+00:00,267,1,400,1500,,
0,JP,japanese,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2020-04-10T10:46:53+00:00,32,1,500,1900,,
0,AU,english,7,,,,,,,,,,,,,,,german,4,other,1,,,,,,,,,,,,,,,2020-05-05T03:47:07+00:00,31,1,500,1100,,
1,MA,arabic,7,arabic(maghrebi),7,arabic(modernstandard),7,,,,,,,,,,,english,5,french,4,spanish,3,,,,,,,,,,,,,2020-05-08T07:37:08+00:00,59,1,199,799,,
0,GB,english,7,,,,,,,,,,,,,,,other,1,spanish,3,,,,,,,,,,,,,,,2020-03-16T04:07:59+00:00,134,0,500,1000,,
0,ZA,english,7,,,,,,,,,,,,,,,afrikaans,5,french,4,other,1,,,,,,,,,,,,,2020-03-18T13:30:19+00:00,163,1,100,1200,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,4,german,1,,,,,,,,,,,,,,,2020-04-08T07:24:18+00:00,63,1,400,1000,,
0,LV,english,7,,,,,,,,,,,,,,,chinese,4,german,4,latvian,7,russian,4,,,,,,,,,,,2020-04-17T07:26:36+00:00,112,1,400,1200,,
0,GB,english,7,,,,,,,,,,,,,,,chinese,4,,,,,,,,,,,,,,,,,2020-04-30T07:46:54+00:00,169,1,400,1400,,
1,RS,english,6,serbian,7,,,,,,,,,,,,,bosnian,6,other,1,,,,,,,,,,,,,,,2020-03-18T13:31:17+00:00,269,1,150,500,,
1,AR,spanish,7,,,,,,,,,,,,,,,english,5,portuguese,2,,,,,,,,,,,,,,,2020-04-21T09:32:10+00:00,38,1,350,1200,,
1,VN,english,6,vietnamese,7,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2020-03-23T03:36:57+00:00,52,1,500,1050,,
1,IT,italian,7,,,,,,,,,,,,,,,english,4,french,2,spanish,2,,,,,,,,,,,,,2020-03-24T03:21:16+00:00,336,1,400,1200,,
0,ES,spanish,7,,,,,,,,,,,,,,,chinese,5,other,1,,,,,,,,,,,,,,,2020-03-28T04:06:53+00:00,182,1,500,1300,,
1,DE,french,6,german,7,,,,,,,,,,,,,dutch,6,english,6,other,1,polish,1,russian,1,spanish,5,,,,,,,2020-05-06T09:19:50+00:00,104,1,750,1600,,
0,JP,japanese,7,,,,,,,,,,,,,,,english,6,indonesian,1,italian,3,,,,,,,,,,,,,2020-04-24T10:56:21+00:00,62,1,1000,1700,,
1,CZ,czech,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2020-03-30T07:44:45+00:00,40,1,100,600,,
0,PT,english,6,portuguese,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-07T05:12:52+00:00,260,1,400,1100,,
1,CN,chinese,7,korean,7,,,,,,,,,,,,,english,4,japanese,4,,,,,,,,,,,,,,,2020-05-05T09:01:38+00:00,118,1,400,800,,
0,FR,french,7,,,,,,,,,,,,,,,english,6,italian,6,other,1,spanish,1,,,,,,,,,,,2020-03-30T07:37:37+00:00,345,1,900,1700,,
0,IT,italian,7,,,,,,,,,,,,,,,english,4,french,3,other,1,,,,,,,,,,,,,2020-04-13T11:22:15+00:00,98,1,300,1400,,
1,IN,english,6,hindi,7,punjabi,7,,,,,,,,,,,spanish,3,,,,,,,,,,,,,,,,,2020-04-02T06:14:27+00:00,121,1,400,600,,
1,CN,chinese,7,,,,,,,,,,,,,,,chinese(other),7,english,6,other,1,,,,,,,,,,,,,2020-04-08T03:00:11+00:00,477,1,500,800,,
1,IT,italian,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-04-14T07:30:13+00:00,38,1,300,700,,
1,KR,korean,7,,,,,,,,,,,,,,,english,5,japanese,6,other,1,,,,,,,,,,,,,2020-04-14T03:05:35+00:00,143,1,600,1400,,
1,FR,french,7,italian,6,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2020-05-05T11:35:32+00:00,381,1,650,1300,,
1,TN,arabic,7,english,6,french,6,,,,,,,,,,,arabic(modernstandard),6,chinese(other),2,spanish,3,,,,,,,,,,,,,2020-04-13T05:58:23+00:00,279,1,400,700,,
0,CN,chinese,7,,,,,,,,,,,,,,,chinese(cantonese),5,english,4,,,,,,,,,,,,,,,2020-03-31T09:29:03+00:00,101,1,390,1000,,
1,RS,english,6,,,,,,,,,,,,,,,other,1,serbian,7,,,,,,,,,,,,,,,2020-06-01T11:29:36+00:00,0,0,0,400,,
1,NL,dutch,7,,,,,,,,,,,,,,,english,6,italian,3,,,,,,,,,,,,,,,2020-06-11T08:02:03+00:00,0,1,400,1000,,
1,IT,german,7,,,,,,,,,,,,,,,english,5,italian,6,other,1,spanish,4,,,,,,,,,,,2020-05-12T11:32:22+00:00,181,1,800,1564,,
0,GB,english,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2020-03-23T03:57:06+00:00,397,1,500,800,,
0,BE,english,6,french,7,spanish,7,,,,,,,,,,,italian,4,other,1,,,,,,,,,,,,,,,2020-03-31T11:04:18+00:00,332,0,400,1200,,
0,AU,english,7,,,,,,,,,,,,,,,latvian,5,other,1,russian,1,spanish,2,,,,,,,,,,,2020-05-14T11:12:33+00:00,50,1,500,1800,,
1,GB,english,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2020-03-31T11:07:05+00:00,330,1,350,1800,,
0,GB,korean,7,,,,,,,,,,,,,,,english,6,other,1,,,,,,,,,,,,,,,2020-06-04T10:55:05+00:00,8,0,200,1200,,
0,IT,english,6,,,,,,,,,,,,,,,french,4,italian,7,latin,5,other,1,russian,1,,,,,,,,,2020-04-09T10:52:50+00:00,93,1,100,1100,,
0,GB,english,7,,,,,,,,,,,,,,,georgian,2,,,,,,,,,,,,,,,,,2020-04-29T11:45:31+00:00,66,1,400,1200,,
0,AU,english,7,,,,,,,,,,,,,,,german,2,other,1,portuguese,5,spanish,4,,,,,,,,,,,2020-05-06T11:28:13+00:00,121,0,0,1090,,
1,DZ,french,7,,,,,,,,,,,,,,,arabic,6,arabic(maghrebi),6,english,5,other,1,,,,,,,,,,,2020-04-24T03:31:05+00:00,280,1,200,700,,
1,AU,english,7,,,,,,,,,,,,,,,dutch,3,spanish,2,,,,,,,,,,,,,,,2020-03-30T07:39:11+00:00,231,1,400,1000,,
1,US,english,7,,,,,,,,,,,,,,,other,1,spanish,2,,,,,,,,,,,,,,,2020-03-25T07:41:12+00:00,242,0,300,800,,
1,IT,italian,7,persian(farsi),7,,,,,,,,,,,,,dutch,2,english,4,spanish,1,,,,,,,,,,,,,2020-03-31T11:01:03+00:00,32,1,400,1500,,
0,US,english,7,,,,,,,,,,,,,,,chinese,1,german,1,indonesian,1,japanese,1,korean,1,other,1,portuguese,1,spanish,1,,,2020-05-06T03:27:39+00:00,50,1,1450,3000,,
1,GB,english,7,,,,,,,,,,,,,,,french,2,other,1,,,,,,,,,,,,,,,2020-03-26T14:41:32+00:00,315,1,750,1600,,
1,IL,hebrew,7,,,,,,,,,,,,,,,english,5,other,1,,,,,,,,,,,,,,,2020-04-03T11:25:33+00:00,102,0,500,1000,,
0,GB,english,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2020-04-13T11:23:07+00:00,248,1,250,1300,,
1,IR,english,6,persian(farsi),7,,,,,,,,,,,,,french,2,,,,,,,,,,,,,,,,,2020-04-16T07:26:53+00:00,315,1,100,450,,
1,BR,chinese,6,chinese(cantonese),6,portuguese,7,,,,,,,,,,,english,4,spanish,4,,,,,,,,,,,,,,,2020-04-13T14:15:16+00:00,132,1,500,1000,,
0,CN,chinese,7,,,,,,,,,,,,,,,other,6,,,,,,,,,,,,,,,,,2020-03-31T09:22:02+00:00,142,1,600,1300,,
0,IT,italian,7,,,,,,,,,,,,,,,english,5,other,1,,,,,,,,,,,,,,,2020-04-08T11:40:23+00:00,194,1,100,1200,,
1,ES,catalan,7,spanish,7,,,,,,,,,,,,,english,5,hebrew,2,other,1,,,,,,,,,,,,,2020-04-06T04:07:35+00:00,405,1,550,950,,
1,CO,english,6,spanish,7,,,,,,,,,,,,,italian,1,other,1,,,,,,,,,,,,,,,2020-04-02T07:10:25+00:00,218,1,300,1300,,
1,DE,german,7,,,,,,,,,,,,,,,english,3,french,2,portuguese,1,spanish,6,,,,,,,,,,,2020-04-13T03:44:19+00:00,144,0,400,1200,,
0,GB,english,7,,,,,,,,,,,,,,,other,1,spanish,3,,,,,,,,,,,,,,,2020-04-16T11:23:45+00:00,252,1,800,1200,,
1,IT,italian,7,,,,,,,,,,,,,,,english,4,german,2,other,1,portuguese,3,spanish,3,,,,,,,,,2020-04-15T12:00:44+00:00,120,1,100,700,,
0,AR,spanish,7,,,,,,,,,,,,,,,english,6,french,2,german,4,other,1,portuguese,6,,,,,,,,,2020-04-28T09:14:41+00:00,22,1,600,1400,,
1,CN,chinese,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-04-08T03:12:10+00:00,251,1,300,600,,
0,UA,german,6,,,,,,,,,,,,,,,russian,5,ukrainian,7,,,,,,,,,,,,,,,2020-04-07T14:38:33+00:00,34,1,300,1600,,
1,PL,polish,7,,,,,,,,,,,,,,,english,4,french,3,,,,,,,,,,,,,,,2020-04-03T07:21:33+00:00,11,1,300,1000,,
0,JP,japanese,7,,,,,,,,,,,,,,,chinese,1,english,4,spanish,5,,,,,,,,,,,,,2020-04-07T03:44:03+00:00,202,1,600,1000,,
0,ES,spanish,7,,,,,,,,,,,,,,,english,4,french,4,japanese,1,other,1,,,,,,,,,,,2020-03-31T06:37:25+00:00,325,1,450,1200,,
1,BE,dutch,7,,,,,,,,,,,,,,,english,6,flemish,7,french,3,other,1,thai,3,,,,,,,,,2020-04-01T03:35:20+00:00,22,1,400,900,,
1,ES,spanish,7,,,,,,,,,,,,,,,english,5,other,1,russian,7,,,,,,,,,,,,,2020-04-21T09:41:58+00:00,17,1,500,1700,,
0,FR,french,7,,,,,,,,,,,,,,,english,6,other,1,persian(farsi),5,,,,,,,,,,,,,2020-03-31T07:13:45+00:00,187,1,800,2800,,
1,IT,english,6,italian,7,,,,,,,,,,,,,french,5,other,1,,,,,,,,,,,,,,,2020-04-22T11:25:03+00:00,161,1,700,1100,,
1,ES,spanish,7,,,,,,,,,,,,,,,catalan,7,french,1,,,,,,,,,,,,,,,2020-03-31T05:36:45+00:00,56,1,300,900,,
1,FR,french,7,,,,,,,,,,,,,,,chinese(taiwanese),1,english,5,german,1,korean,4,,,,,,,,,,,2020-04-07T02:39:49+00:00,143,1,800,1200,,
1,FR,french,7,,,,,,,,,,,,,,,english,4,indonesian,1,,,,,,,,,,,,,,,2020-04-02T07:15:41+00:00,295,1,500,1400,,
1,IT,italian,7,,,,,,,,,,,,,,,english,4,french,2,german,5,portuguese,1,russian,2,spanish,1,,,,,,,2020-04-15T11:52:42+00:00,137,1,200,1200,,
1,NZ,english,7,,,,,,,,,,,,,,,dutch,3,french,1,german,1,italian,1,other,1,persian(farsi),1,,,,,,,2020-03-31T11:02:23+00:00,84,1,450,1050,,
0,GB,english,7,,,,,,,,,,,,,,,lao,1,other,1,,,,,,,,,,,,,,,2020-04-03T07:35:45+00:00,123,1,400,1200,,
1,GB,english,7,,,,,,,,,,,,,,,catalan,4,french,4,other,1,spanish,5,,,,,,,,,,,2020-04-13T11:26:54+00:00,59,1,500,1200,,
1,CH,english,6,german,7,,,,,,,,,,,,,filipino(tagalog),2,french,1,japanese,1,swissgerman,7,,,,,,,,,,,2020-04-16T11:10:46+00:00,12,1,100,1800,,
0,FR,english,6,french,7,,,,,,,,,,,,,other,1,spanish,5,,,,,,,,,,,,,,,2020-04-03T11:11:30+00:00,282,1,700,900,,
1,ZA,english,7,,,,,,,,,,,,,,,afrikaans,7,german,3,russian,2,,,,,,,,,,,,,2020-04-02T07:31:38+00:00,105,1,399,699,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,4,german,1,,,,,,,,,,,,,,,2020-05-08T10:48:56+00:00,104,1,200,600,,
1,US,english,7,,,,,,,,,,,,,,,french,3,german,4,slovak,2,spanish,2,,,,,,,,,,,2020-04-15T09:46:35+00:00,29,1,700,1400,,
1,ZA,english,7,,,,,,,,,,,,,,,afrikaans,5,other,1,,,,,,,,,,,,,,,2020-04-09T07:52:13+00:00,230,1,600,800,,
1,BW,english,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2020-04-13T08:13:14+00:00,175,1,300,800,,
0,CN,chinese,7,spanish,6,,,,,,,,,,,,,chinese(cantonese),7,english,4,other,1,,,,,,,,,,,,,2020-04-22T11:22:26+00:00,152,1,500,800,,
0,ES,spanish,7,,,,,,,,,,,,,,,arabic,3,catalan,5,english,4,french,3,italian,1,,,,,,,,,2020-04-24T16:38:12+00:00,43,1,600,1600,,
0,RU,english,6,,,,,,,,,,,,,,,chinese,2,russian,7,spanish,3,,,,,,,,,,,,,2020-04-07T03:22:34+00:00,16,1,500,1500,,
1,TH,thai,7,,,,,,,,,,,,,,,chinese,3,english,6,other,1,,,,,,,,,,,,,2020-04-03T11:19:08+00:00,189,1,300,830,,
0,JP,japanese,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2020-04-13T03:27:34+00:00,149,1,200,900,,
0,TR,english,7,,,,,,,,,,,,,,,arabic,7,other,1,turkish,4,,,,,,,,,,,,,2020-04-17T10:43:19+00:00,114,1,350,1200,,
1,CN,chinese,7,chinese(cantonese),7,,,,,,,,,,,,,english,5,japanese,2,,,,,,,,,,,,,,,2020-06-10T10:50:36+00:00,27,1,200,800,,
1,ZA,english,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2020-04-14T11:29:43+00:00,50,1,200,500,,
0,UY,english,6,spanish,7,,,,,,,,,,,,,french,4,other,1,portuguese,4,,,,,,,,,,,,,2020-04-02T11:15:39+00:00,61,1,500,1500,,
